Date,Component,MOS,Cutoff_SGT,Cutoff_SSG,Eligibles_SGT,Eligibles_SSG,Promotions_SGT,Promotions_SSG
2024-NOV,ACTIVE,91L,24,798,3,47,3,0
2024-NOV,ACTIVE,91M,24,798,5,137,5,0
2024-NOV,ACTIVE,91P,24,798,0,24,0,0
2024-NOV,ACTIVE,91S,593,798,110,163,3,0
2024-NOV,ACTIVE,92A,485,762,546,918,47,22
2024-NOV,ACTIVE,92F,509,753,547,690,32,14
2024-NOV,ACTIVE,92G,152,477,60,360,30,34
2024-NOV,ACTIVE,92L,615,,21,,2,
2024-NOV,ACTIVE,92M,120,234,8,6,7,6
2024-NOV,ACTIVE,92R,457,673,87,162,14,6
2024-NOV,ACTIVE,92S,24,655,0,13,0,1
2024-NOV,ACTIVE,92W,512,784,76,115,4,1
2024-NOV,ACTIVE,92Y,501,591,556,1132,22,14
2024-NOV,ACTIVE,94A,399,798,15,8,3,0
2024-NOV,ACTIVE,94D,798,798,7,7,0,0
2024-NOV,ACTIVE,94E,798,798,49,29,0,0
2024-NOV,ACTIVE,94F,499,616,90,23,6,2
2024-NOV,ACTIVE,94H,340,798,4,4,2,0
2024-NOV,ACTIVE,94M,798,798,27,18,0,0
2024-NOV,ACTIVE,94P,24,798,1,7,1,0
2024-NOV,ACTIVE,94R,711,798,24,10,1,0
2024-NOV,ACTIVE,94S,24,306,0,5,0,1
2024-NOV,ACTIVE,94T,798,798,35,12,0,0
2024-NOV,ACTIVE,94Y,115,798,2,7,1,0
2023-OCT,ACTIVE,11B,317,360,1859,1270,415,266
2023-OCT,ACTIVE,11C,302,24,234,32,42,32
2023-OCT,ACTIVE,12B,24,334,30,289,30,53
2023-OCT,ACTIVE,12C,166,798,1,42,1,0
2023-OCT,ACTIVE,12D,24,798,1,0,1,0
2023-OCT,ACTIVE,12H,,370,,11,,2
2023-OCT,ACTIVE,12K,24,,3,,3,
2023-OCT,ACTIVE,12M,206,798,7,2,2,0
2023-OCT,ACTIVE,12N,296,521,164,175,27,14
2023-OCT,ACTIVE,12P,24,798,0,62,0,0
2023-OCT,ACTIVE,12R,24,,0,,0,
2023-OCT,ACTIVE,12T,198,190,16,4,5,4
2023-OCT,ACTIVE,12W,798,,7,,0,
2023-OCT,ACTIVE,12Y,247,24,28,2,6,2
2023-OCT,ACTIVE,13B,24,284,21,172,21,36
2023-OCT,ACTIVE,13F,24,320,20,189,20,44
2023-OCT,ACTIVE,13J,195,129,96,12,25,11
2023-OCT,ACTIVE,13M,24,24,3,5,3,5
2023-OCT,ACTIVE,13R,298,24,48,1,2,1
2023-OCT,ACTIVE,14E,284,318,199,63,23,17
2023-OCT,ACTIVE,14G,368,428,193,61,9,7
2023-OCT,ACTIVE,14H,798,514,89,83,0,9
2023-OCT,ACTIVE,14P,285,418,108,114,21,20
2023-OCT,ACTIVE,14T,396,482,320,119,8,3
2023-OCT,ACTIVE,15B,484,589,125,31,7,5
2023-OCT,ACTIVE,15C,492,798,199,47,5,0
2023-OCT,ACTIVE,15D,519,611,120,48,3,2
2023-OCT,ACTIVE,15E,409,488,146,37,13,11
2023-OCT,ACTIVE,15F,452,798,83,31,4,0
2023-OCT,ACTIVE,15G,475,559,100,46,2,3
2023-OCT,ACTIVE,15H,426,798,54,38,2,0
2023-OCT,ACTIVE,15M,418,798,53,40,4,0
2023-OCT,ACTIVE,15N,798,798,38,68,0,0
2023-OCT,ACTIVE,15P,162,462,28,64,18,5
2023-OCT,ACTIVE,15Q,227,24,54,10,25,10
2023-OCT,ACTIVE,15R,429,544,503,231,23,9
2023-OCT,ACTIVE,15T,338,504,435,299,20,9
2023-OCT,ACTIVE,15U,346,798,166,155,11,0
2023-OCT,ACTIVE,15W,408,512,228,83,26,10
2023-OCT,ACTIVE,15Y,355,575,162,137,13,5
2023-OCT,ACTIVE,17C,167,24,6,2,6,2
2023-OCT,ACTIVE,17E,24,24,0,2,0,2
2023-OCT,ACTIVE,19D,252,298,337,233,102,66
2023-OCT,ACTIVE,19K,24,24,18,11,18,11
2023-OCT,ACTIVE,25B,459,547,834,489,18,35
2023-OCT,ACTIVE,25D,,24,,0,,0
2023-OCT,ACTIVE,25E,798,798,0,0,0,0
2023-OCT,ACTIVE,25H,353,512,599,518,64,44
2023-OCT,ACTIVE,25S,386,590,273,233,18,6
2023-OCT,ACTIVE,25U,435,570,792,788,46,23
2023-OCT,ACTIVE,27D,237,440,32,130,8,3
2023-OCT,ACTIVE,31B,270,453,224,336,62,32
2023-OCT,ACTIVE,31D,24,490,0,64,0,21
2023-OCT,ACTIVE,31E,24,533,7,121,7,2
2023-OCT,ACTIVE,31K,471,798,73,22,3,0
2023-OCT,ACTIVE,35F,414,798,490,232,18,0
2023-OCT,ACTIVE,35G,798,798,227,92,0,0
2023-OCT,ACTIVE,35L,24,798,1,34,1,0
2023-OCT,ACTIVE,35M,418,482,97,77,7,10
2023-OCT,ACTIVE,35N,365,432,242,95,16,9
2023-OCT,ACTIVE,35PAZ,24,798,0,40,0,0
2023-OCT,ACTIVE,35PCM,24,24,1,1,1,1
2023-OCT,ACTIVE,35PFR,380,798,3,4,1,0
2023-OCT,ACTIVE,35PKP,24,506,1,24,1,4
2023-OCT,ACTIVE,35PPF,327,661,7,20,1,1
2023-OCT,ACTIVE,35PQB,798,798,36,19,0,0
2023-OCT,ACTIVE,35PRU,24,24,6,2,6,1
2023-OCT,ACTIVE,35S,24,381,7,43,7,9
2023-OCT,ACTIVE,35T,378,798,90,34,9,0
2023-OCT,ACTIVE,36B,504,798,116,23,9,0
2023-OCT,ACTIVE,37F,,24,,7,,7
2023-OCT,ACTIVE,38R,,24,,7,,7
2023-OCT,ACTIVE,38W,,24,,0,,0
2023-OCT,ACTIVE,42A,444,547,810,567,63,24
2023-OCT,ACTIVE,42R,392,798,10,82,3,0
2023-OCT,ACTIVE,46S,24,193,2,27,2,24
2023-OCT,ACTIVE,46T,798,798,32,23,0,0
2023-OCT,ACTIVE,46V,341,579,75,55,15,2
2023-OCT,ACTIVE,51C,,24,,0,,0
2023-OCT,ACTIVE,56M,313,549,66,154,19,6
2023-OCT,ACTIVE,68A,405,515,22,40,4,7
2023-OCT,ACTIVE,68B,798,798,3,4,0,0
2023-OCT,ACTIVE,68C,426,592,174,170,6,3
2023-OCT,ACTIVE,68D,484,798,99,64,4,0
2023-OCT,ACTIVE,68E,513,663,138,87,6,4
2023-OCT,ACTIVE,68F,24,798,4,38,4,0
2023-OCT,ACTIVE,68G,480,798,27,42,1,0
2023-OCT,ACTIVE,68H,484,586,18,7,2,1
2023-OCT,ACTIVE,68J,393,554,76,64,10,6
2023-OCT,ACTIVE,68K,490,586,182,94,16,6
2023-OCT,ACTIVE,68L,798,546,4,19,0,3
2023-OCT,ACTIVE,68M,481,491,14,15,2,1
2023-OCT,ACTIVE,68P,435,608,142,77,10,6
2023-OCT,ACTIVE,68Q,398,604,46,46,7,2
2023-OCT,ACTIVE,68R,419,620,94,122,9,7
2023-OCT,ACTIVE,68S,164,564,4,33,3,1
2023-OCT,ACTIVE,68T,798,602,56,51,0,2
2023-OCT,ACTIVE,68V,24,798,0,56,0,0
2023-OCT,ACTIVE,68W,335,542,831,871,150,53
2023-OCT,ACTIVE,68X,335,580,54,101,15,2
2023-OCT,ACTIVE,68Y,24,455,1,13,1,2
2023-OCT,ACTIVE,74D,244,334,132,238,49,33
2023-OCT,ACTIVE,79R,,24,,0,,0
2023-OCT,ACTIVE,79S,,798,,0,,0
2023-OCT,ACTIVE,88H,798,798,138,136,0,0
2023-OCT,ACTIVE,88K,24,134,0,6,0,5
2023-OCT,ACTIVE,88L,798,24,0,1,0,1
2023-OCT,ACTIVE,88M,279,524,500,1016,93,55
2023-OCT,ACTIVE,88N,24,504,21,60,21,1
2023-OCT,ACTIVE,89A,24,,6,,6,
2023-OCT,ACTIVE,89B,384,384,216,75,17,13
2023-OCT,ACTIVE,89D,24,24,3,9,3,9
2023-OCT,ACTIVE,91A,101,356,24,107,16,16
2023-OCT,ACTIVE,91B,348,536,978,1216,86,60
2023-OCT,ACTIVE,91C,361,641,154,217,14,4
2023-OCT,ACTIVE,91D,411,597,207,219,13,8
2023-OCT,ACTIVE,91E,370,605,100,132,9,3
2023-OCT,ACTIVE,91F,414,630,177,203,7,3
2023-OCT,ACTIVE,91H,142,324,24,55,15,9
2023-OCT,ACTIVE,91J,362,,69,,5,
2023-OCT,ACTIVE,91L,285,445,13,42,1,3
2023-OCT,ACTIVE,91M,24,345,5,96,5,15
2023-OCT,ACTIVE,91P,108,798,4,21,3,0
2023-OCT,ACTIVE,91S,306,509,98,138,21,10
2023-OCT,ACTIVE,92A,338,614,510,779,66,47
2023-OCT,ACTIVE,92F,368,613,581,583,74,27
2023-OCT,ACTIVE,92G,141,435,107,386,64,51
2023-OCT,ACTIVE,92L,798,,15,,0,
2023-OCT,ACTIVE,92M,200,211,11,12,7,7
2023-OCT,ACTIVE,92R,798,798,45,88,0,0
2023-OCT,ACTIVE,92S,798,798,9,15,0,0
2023-OCT,ACTIVE,92W,319,542,78,122,15,9
2023-OCT,ACTIVE,92Y,321,477,571,860,79,44
2023-OCT,ACTIVE,94A,798,798,18,14,0,0
2023-OCT,ACTIVE,94D,217,798,4,0,2,0
2023-OCT,ACTIVE,94E,365,334,56,4,3,4
2023-OCT,ACTIVE,94F,422,798,104,12,4,0
2023-OCT,ACTIVE,94H,261,458,9,16,3,3
2023-OCT,ACTIVE,94M,798,336,18,6,0,1
2023-OCT,ACTIVE,94P,24,798,1,4,1,0
2023-OCT,ACTIVE,94R,798,798,30,12,0,0
2023-OCT,ACTIVE,94S,24,24,4,2,4,2
2023-OCT,ACTIVE,94T,798,798,33,8,0,0
2023-OCT,ACTIVE,94Y,798,798,7,17,0,0
2024-OCT,ACTIVE,11B,476,558,3064,2098,380,220
2024-OCT,ACTIVE,11C,449,496,396,155,33,18
2024-OCT,ACTIVE,12B,24,369,59,325,59,41
2024-OCT,ACTIVE,12C,102,798,2,81,2,0
2024-OCT,ACTIVE,12D,24,24,1,0,1,0
2024-OCT,ACTIVE,12H,,545,,50,,2
2024-OCT,ACTIVE,12K,798,,5,,0,
2024-OCT,ACTIVE,12M,798,24,11,0,0,0
2024-OCT,ACTIVE,12N,423,635,172,221,26,17
2024-OCT,ACTIVE,12P,24,716,0,77,0,4
2024-OCT,ACTIVE,12R,24,,3,,3,
2024-OCT,ACTIVE,12T,24,24,5,2,5,2
2024-OCT,ACTIVE,12W,798,,14,,0,
2024-OCT,ACTIVE,12Y,108,430,7,6,7,1
2024-OCT,ACTIVE,13B,24,423,35,178,35,6
2024-OCT,ACTIVE,13F,24,420,35,209,35,19
2024-OCT,ACTIVE,13J,302,392,156,65,22,9
2024-OCT,ACTIVE,13M,24,24,15,9,15,9
2024-OCT,ACTIVE,13R,395,244,47,3,3,2
2024-OCT,ACTIVE,14E,379,393,153,65,18,14
2024-OCT,ACTIVE,14G,600,798,238,74,3,0
2024-OCT,ACTIVE,14H,532,798,108,96,5,1
2024-OCT,ACTIVE,14P,515,746,121,167,2,1
2024-OCT,ACTIVE,14T,478,514,295,136,19,13
2024-OCT,ACTIVE,15B,644,764,110,40,5,4
2024-OCT,ACTIVE,15C,660,728,232,70,11,3
2024-OCT,ACTIVE,15D,694,798,108,54,3,1
2024-OCT,ACTIVE,15E,540,671,100,38,12,6
2024-OCT,ACTIVE,15F,632,780,70,29,3,2
2024-OCT,ACTIVE,15G,597,733,97,51,5,1
2024-OCT,ACTIVE,15H,553,798,34,34,1,0
2024-OCT,ACTIVE,15M,703,722,60,38,1,2
2024-OCT,ACTIVE,15N,382,798,28,67,2,0
2024-OCT,ACTIVE,15P,798,798,32,94,0,0
2024-OCT,ACTIVE,15Q,303,324,55,17,11,5
2024-OCT,ACTIVE,15R,562,715,510,237,22,5
2024-OCT,ACTIVE,15T,476,530,420,353,30,11
2024-OCT,ACTIVE,15U,520,666,225,196,12,9
2024-OCT,ACTIVE,15W,536,668,176,69,14,3
2024-OCT,ACTIVE,15Y,449,685,160,148,16,8
2024-OCT,ACTIVE,17C,61,24,17,11,17,11
2024-OCT,ACTIVE,17E,24,24,9,5,9,5
2024-OCT,ACTIVE,19C,420,24,169,153,32,153
2024-OCT,ACTIVE,19D,296,424,489,280,231,73
2024-OCT,ACTIVE,19K,24,140,40,42,40,30
2024-OCT,ACTIVE,25B,693,734,967,661,4,11
2024-OCT,ACTIVE,25D,,24,,0,,0
2024-OCT,ACTIVE,25E,,798,,0,,0
2024-OCT,ACTIVE,25H,539,670,617,504,19,13
2024-OCT,ACTIVE,25S,433,693,198,231,31,16
2024-OCT,ACTIVE,25U,673,734,874,790,3,19
2024-OCT,ACTIVE,27D,160,445,26,110,17,18
2024-OCT,ACTIVE,31B,798,798,502,541,0,2
2024-OCT,ACTIVE,31D,24,754,0,37,0,2
2024-OCT,ACTIVE,31E,160,732,11,126,11,1
2024-OCT,ACTIVE,31K,663,538,65,22,1,2
2024-OCT,ACTIVE,35F,798,798,705,375,0,1
2024-OCT,ACTIVE,35G,606,693,290,151,11,4
2024-OCT,ACTIVE,35L,24,798,4,43,4,0
2024-OCT,ACTIVE,35M,798,669,182,126,0,3
2024-OCT,ACTIVE,35N,615,516,303,179,4,8
2024-OCT,ACTIVE,35PAZ,24,474,3,23,3,4
2024-OCT,ACTIVE,35PCM,24,24,1,1,1,1
2024-OCT,ACTIVE,35PFR,798,798,8,0,0,0
2024-OCT,ACTIVE,35PKP,798,798,17,41,0,0
2024-OCT,ACTIVE,35PPF,798,798,9,7,0,0
2024-OCT,ACTIVE,35PQB,603,798,54,33,4,2
2024-OCT,ACTIVE,35PRU,24,24,3,2,3,2
2024-OCT,ACTIVE,35S,24,483,8,61,8,7
2024-OCT,ACTIVE,35T,564,508,125,51,9,2
2024-OCT,ACTIVE,36B,798,798,161,81,0,0
2024-OCT,ACTIVE,37F,,24,,18,,18
2024-OCT,ACTIVE,42A,798,798,846,698,0,0
2024-OCT,ACTIVE,42R,798,798,48,126,0,9
2024-OCT,ACTIVE,46S,798,386,1,41,0,11
2024-OCT,ACTIVE,46T,798,798,31,24,0,0
2024-OCT,ACTIVE,46V,532,766,72,72,5,5
2024-OCT,ACTIVE,51C,,798,,0,,0
2024-OCT,ACTIVE,56M,417,706,81,171,14,10
2024-OCT,ACTIVE,68A,476,536,28,51,5,5
2024-OCT,ACTIVE,68B,300,463,10,7,3,1
2024-OCT,ACTIVE,68C,505,673,165,158,15,5
2024-OCT,ACTIVE,68D,587,788,107,70,7,2
2024-OCT,ACTIVE,68E,639,798,155,116,13,4
2024-OCT,ACTIVE,68F,88,600,7,39,7,4
2024-OCT,ACTIVE,68G,521,705,50,60,7,5
2024-OCT,ACTIVE,68H,798,798,16,12,0,0
2024-OCT,ACTIVE,68J,530,614,65,61,5,3
2024-OCT,ACTIVE,68K,647,608,160,126,6,4
2024-OCT,ACTIVE,68L,798,708,2,16,0,1
2024-OCT,ACTIVE,68M,542,599,38,31,6,3
2024-OCT,ACTIVE,68P,624,624,133,74,6,4
2024-OCT,ACTIVE,68Q,624,798,52,49,3,0
2024-OCT,ACTIVE,68R,798,798,106,117,0,0
2024-OCT,ACTIVE,68S,460,587,25,48,4,5
2024-OCT,ACTIVE,68T,798,653,59,58,0,2
2024-OCT,ACTIVE,68V,24,798,1,91,1,1
2024-OCT,ACTIVE,68W,450,682,824,1105,76,24
2024-OCT,ACTIVE,68X,480,599,87,89,9,7
2024-OCT,ACTIVE,68Y,24,798,0,4,0,0
2024-OCT,ACTIVE,74D,336,466,229,412,40,25
2024-OCT,ACTIVE,79R,,24,,0,,0
2024-OCT,ACTIVE,79S,,798,,0,,0
2024-OCT,ACTIVE,88H,798,798,174,172,0,1
2024-OCT,ACTIVE,88K,24,139,4,5,4,5
2024-OCT,ACTIVE,88L,24,155,3,4,3,4
2024-OCT,ACTIVE,88M,441,673,344,1027,10,15
2024-OCT,ACTIVE,88N,798,798,97,160,0,0
2024-OCT,ACTIVE,89A,24,,4,,4,
2024-OCT,ACTIVE,89B,495,410,215,97,22,29
2024-OCT,ACTIVE,89D,24,277,8,9,8,6
2024-OCT,ACTIVE,91A,24,452,6,114,6,6
2024-OCT,ACTIVE,91B,451,651,953,1332,77,45
2024-OCT,ACTIVE,91C,423,798,127,217,18,4
2024-OCT,ACTIVE,91D,469,740,192,222,25,6
2024-OCT,ACTIVE,91E,444,777,88,132,7,1
2024-OCT,ACTIVE,91F,590,788,199,189,7,3
2024-OCT,ACTIVE,91H,129,746,9,73,9,1
2024-OCT,ACTIVE,91J,527,,76,,5,
2024-OCT,ACTIVE,91L,24,534,6,46,6,3
2024-OCT,ACTIVE,91M,24,493,4,138,4,10
2024-OCT,ACTIVE,91P,24,798,2,24,2,0
2024-OCT,ACTIVE,91S,798,798,107,157,0,0
2024-OCT,ACTIVE,92A,498,763,556,894,46,26
2024-OCT,ACTIVE,92F,515,755,544,677,30,10
2024-OCT,ACTIVE,92G,184,798,57,338,31,0
2024-OCT,ACTIVE,92L,641,,23,,2,
2024-OCT,ACTIVE,92M,258,798,8,2,2,0
2024-OCT,ACTIVE,92R,540,595,79,148,5,3
2024-OCT,ACTIVE,92S,24,706,0,14,0,1
2024-OCT,ACTIVE,92W,545,746,67,113,3,2
2024-OCT,ACTIVE,92Y,465,535,511,1086,41,48
2024-OCT,ACTIVE,94A,437,384,18,9,4,3
2024-OCT,ACTIVE,94D,284,461,12,7,4,2
2024-OCT,ACTIVE,94E,399,517,52,19,4,1
2024-OCT,ACTIVE,94F,505,656,87,25,2,1
2024-OCT,ACTIVE,94H,323,798,4,3,1,0
2024-OCT,ACTIVE,94M,477,798,29,11,3,0
2024-OCT,ACTIVE,94P,24,798,0,6,0,0
2024-OCT,ACTIVE,94R,798,798,24,6,0,0
2024-OCT,ACTIVE,94S,24,185,5,4,5,2
2024-OCT,ACTIVE,94T,798,798,32,11,0,0
2024-OCT,ACTIVE,94Y,170,798,3,8,1,0
2023-SEP,ACTIVE,11B,507,482,1776,1267,5,15
2023-SEP,ACTIVE,11C,798,798,229,24,0,0
2023-SEP,ACTIVE,12B,170,352,45,323,32,34
2023-SEP,ACTIVE,12C,88,388,7,40,7,2
2023-SEP,ACTIVE,12D,798,798,0,0,0,0
2023-SEP,ACTIVE,12H,,322,,11,,5
2023-SEP,ACTIVE,12K,798,,1,,0,
2023-SEP,ACTIVE,12M,269,798,9,1,2,0
2023-SEP,ACTIVE,12N,316,537,188,189,22,9
2023-SEP,ACTIVE,12P,798,539,0,64,0,2
2023-SEP,ACTIVE,12R,194,,3,,3,
2023-SEP,ACTIVE,12T,246,228,21,6,6,5
2023-SEP,ACTIVE,12W,798,,6,,0,
2023-SEP,ACTIVE,12Y,440,203,29,4,2,4
2023-SEP,ACTIVE,13B,85,292,34,199,34,39
2023-SEP,ACTIVE,13F,60,404,27,188,27,3
2023-SEP,ACTIVE,13J,198,184,126,27,40,22
2023-SEP,ACTIVE,13M,49,134,14,5,14,5
2023-SEP,ACTIVE,13R,318,222,46,3,1,3
2023-SEP,ACTIVE,14E,307,351,222,78,14,17
2023-SEP,ACTIVE,14G,364,439,210,71,18,8
2023-SEP,ACTIVE,14H,798,798,91,83,0,0
2023-SEP,ACTIVE,14P,338,511,111,112,8,1
2023-SEP,ACTIVE,14T,420,502,327,115,1,2
2023-SEP,ACTIVE,15B,798,798,129,29,0,0
2023-SEP,ACTIVE,15C,486,569,205,52,5,1
2023-SEP,ACTIVE,15D,482,798,132,47,2,0
2023-SEP,ACTIVE,15E,431,546,159,40,10,3
2023-SEP,ACTIVE,15F,498,632,81,34,2,2
2023-SEP,ACTIVE,15G,402,571,105,45,6,2
2023-SEP,ACTIVE,15H,798,798,54,37,0,0
2023-SEP,ACTIVE,15M,798,798,53,39,0,0
2023-SEP,ACTIVE,15N,302,573,42,68,6,4
2023-SEP,ACTIVE,15P,262,493,37,68,10,5
2023-SEP,ACTIVE,15Q,287,370,60,13,6,6
2023-SEP,ACTIVE,15R,438,553,522,248,16,10
2023-SEP,ACTIVE,15T,309,484,481,330,53,28
2023-SEP,ACTIVE,15U,358,498,171,158,7,8
2023-SEP,ACTIVE,15W,441,552,245,90,10,6
2023-SEP,ACTIVE,15Y,362,798,176,138,9,0
2023-SEP,ACTIVE,17C,63,73,13,7,13,7
2023-SEP,ACTIVE,17E,122,137,6,17,6,17
2023-SEP,ACTIVE,19D,798,798,316,218,0,0
2023-SEP,ACTIVE,19K,53,89,37,36,37,36
2023-SEP,ACTIVE,25B,443,554,841,507,21,29
2023-SEP,ACTIVE,25D,,798,,0,,0
2023-SEP,ACTIVE,25E,798,798,0,0,0,0
2023-SEP,ACTIVE,25H,400,560,619,532,22,12
2023-SEP,ACTIVE,25S,435,597,275,245,11,9
2023-SEP,ACTIVE,25U,459,577,820,817,14,24
2023-SEP,ACTIVE,27D,238,431,38,134,11,6
2023-SEP,ACTIVE,31B,278,461,283,359,79,32
2023-SEP,ACTIVE,31D,287,534,3,72,3,4
2023-SEP,ACTIVE,31E,126,516,4,140,4,11
2023-SEP,ACTIVE,31K,477,798,78,22,5,0
2023-SEP,ACTIVE,35F,430,390,488,260,8,30
2023-SEP,ACTIVE,35G,481,798,224,91,3,0
2023-SEP,ACTIVE,35L,232,399,3,48,3,13
2023-SEP,ACTIVE,35M,798,798,94,73,0,0
2023-SEP,ACTIVE,35N,312,427,272,115,44,27
2023-SEP,ACTIVE,35PAZ,24,798,5,41,5,0
2023-SEP,ACTIVE,35PCM,24,24,2,0,2,0
2023-SEP,ACTIVE,35PFR,310,798,3,3,1,0
2023-SEP,ACTIVE,35PKP,24,798,4,26,4,0
2023-SEP,ACTIVE,35PPF,347,798,8,20,2,0
2023-SEP,ACTIVE,35PQB,798,798,36,19,0,0
2023-SEP,ACTIVE,35PRU,24,253,2,1,2,1
2023-SEP,ACTIVE,35S,49,412,7,46,7,4
2023-SEP,ACTIVE,35T,406,415,92,39,2,2
2023-SEP,ACTIVE,36B,798,798,114,21,0,0
2023-SEP,ACTIVE,37F,,196,,5,,5
2023-SEP,ACTIVE,38R,,101,,4,,4
2023-SEP,ACTIVE,38W,,522,,2,,2
2023-SEP,ACTIVE,42A,573,548,793,570,1,20
2023-SEP,ACTIVE,42R,442,617,6,82,1,1
2023-SEP,ACTIVE,46S,97,609,4,28,4,1
2023-SEP,ACTIVE,46T,798,798,31,22,0,0
2023-SEP,ACTIVE,46V,798,798,79,53,0,0
2023-SEP,ACTIVE,51C,,798,,0,,0
2023-SEP,ACTIVE,56M,410,542,72,155,4,7
2023-SEP,ACTIVE,68A,798,534,20,41,0,2
2023-SEP,ACTIVE,68B,162,798,3,4,1,0
2023-SEP,ACTIVE,68C,403,593,176,178,11,4
2023-SEP,ACTIVE,68D,798,623,102,66,0,1
2023-SEP,ACTIVE,68E,524,693,137,84,2,2
2023-SEP,ACTIVE,68F,798,535,0,39,0,1
2023-SEP,ACTIVE,68G,368,541,31,49,3,4
2023-SEP,ACTIVE,68H,485,589,19,7,1,1
2023-SEP,ACTIVE,68J,408,557,78,70,8,6
2023-SEP,ACTIVE,68K,493,590,192,104,9,9
2023-SEP,ACTIVE,68L,798,798,4,19,0,0
2023-SEP,ACTIVE,68M,798,521,12,17,0,1
2023-SEP,ACTIVE,68P,481,798,143,76,2,0
2023-SEP,ACTIVE,68Q,428,798,50,47,3,0
2023-SEP,ACTIVE,68R,422,630,103,127,7,3
2023-SEP,ACTIVE,68S,220,546,9,37,7,5
2023-SEP,ACTIVE,68T,458,598,57,52,3,3
2023-SEP,ACTIVE,68V,798,798,0,57,0,0
2023-SEP,ACTIVE,68W,405,543,824,914,21,35
2023-SEP,ACTIVE,68X,386,798,57,104,1,0
2023-SEP,ACTIVE,68Y,91,798,3,13,3,0
2023-SEP,ACTIVE,74D,320,346,135,253,10,29
2023-SEP,ACTIVE,79R,,520,,1,,1
2023-SEP,ACTIVE,79S,,798,,0,,0
2023-SEP,ACTIVE,88H,798,581,140,138,0,1
2023-SEP,ACTIVE,88K,302,244,1,15,1,8
2023-SEP,ACTIVE,88L,798,297,0,1,0,1
2023-SEP,ACTIVE,88M,289,529,590,1078,91,66
2023-SEP,ACTIVE,88N,188,359,27,78,16,19
2023-SEP,ACTIVE,89A,224,,7,,3,
2023-SEP,ACTIVE,89B,400,409,229,81,5,7
2023-SEP,ACTIVE,89D,124,126,7,14,7,14
2023-SEP,ACTIVE,91A,200,403,34,107,8,4
2023-SEP,ACTIVE,91B,432,550,956,1231,4,22
2023-SEP,ACTIVE,91C,371,604,170,229,13,9
2023-SEP,ACTIVE,91D,460,613,214,222,3,2
2023-SEP,ACTIVE,91E,412,613,106,137,3,2
2023-SEP,ACTIVE,91F,447,646,180,207,5,5
2023-SEP,ACTIVE,91H,163,372,32,63,13,8
2023-SEP,ACTIVE,91J,462,,76,,2,
2023-SEP,ACTIVE,91L,252,456,14,41,3,2
2023-SEP,ACTIVE,91M,44,402,6,100,6,3
2023-SEP,ACTIVE,91P,256,798,3,19,1,0
2023-SEP,ACTIVE,91S,798,798,100,139,0,0
2023-SEP,ACTIVE,92A,347,628,532,801,36,25
2023-SEP,ACTIVE,92F,382,619,624,594,47,15
2023-SEP,ACTIVE,92G,217,459,137,418,31,29
2023-SEP,ACTIVE,92L,798,,15,,0,
2023-SEP,ACTIVE,92M,264,289,17,15,6,4
2023-SEP,ACTIVE,92R,336,518,50,97,6,6
2023-SEP,ACTIVE,92S,798,798,10,17,0,0
2023-SEP,ACTIVE,92W,327,550,87,126,10,6
2023-SEP,ACTIVE,92Y,381,481,570,899,16,34
2023-SEP,ACTIVE,94A,798,798,18,13,0,0
2023-SEP,ACTIVE,94D,798,798,4,0,0,0
2023-SEP,ACTIVE,94E,413,310,61,4,2,4
2023-SEP,ACTIVE,94F,438,798,103,9,2,0
2023-SEP,ACTIVE,94H,293,798,10,16,1,0
2023-SEP,ACTIVE,94M,798,798,19,5,0,0
2023-SEP,ACTIVE,94P,798,798,0,4,0,0
2023-SEP,ACTIVE,94R,798,798,30,12,0,0
2023-SEP,ACTIVE,94S,172,178,8,4,4,4
2023-SEP,ACTIVE,94T,798,798,32,8,0,0
2023-SEP,ACTIVE,94Y,798,798,7,18,0,0
2024-SEP,ACTIVE,11B,528,687,2933,1987,68,14
2024-SEP,ACTIVE,11C,453,538,387,153,27,6
2024-SEP,ACTIVE,12B,24,382,28,346,28,35
2024-SEP,ACTIVE,12C,126,798,6,72,6,0
2024-SEP,ACTIVE,12D,24,24,0,0,0,0
2024-SEP,ACTIVE,12H,,519,,49,,3
2024-SEP,ACTIVE,12K,312,,3,,1,
2024-SEP,ACTIVE,12M,461,24,8,2,1,2
2024-SEP,ACTIVE,12N,419,667,178,218,26,12
2024-SEP,ACTIVE,12P,24,658,0,82,0,13
2024-SEP,ACTIVE,12R,24,,2,,2,
2024-SEP,ACTIVE,12T,24,24,0,5,0,5
2024-SEP,ACTIVE,12W,354,,13,,5,
2024-SEP,ACTIVE,12Y,169,798,12,4,9,0
2024-SEP,ACTIVE,13B,24,292,39,182,39,35
2024-SEP,ACTIVE,13F,24,410,47,219,47,29
2024-SEP,ACTIVE,13J,276,290,182,74,45,26
2024-SEP,ACTIVE,13M,24,24,28,12,28,12
2024-SEP,ACTIVE,13R,365,24,59,10,15,10
2024-SEP,ACTIVE,14E,385,412,155,56,12,5
2024-SEP,ACTIVE,14G,554,539,242,75,14,9
2024-SEP,ACTIVE,14H,563,679,112,97,5,6
2024-SEP,ACTIVE,14P,798,798,116,153,0,0
2024-SEP,ACTIVE,14T,485,531,295,136,12,8
2024-SEP,ACTIVE,15B,658,775,120,37,5,2
2024-SEP,ACTIVE,15C,798,798,219,68,0,0
2024-SEP,ACTIVE,15D,702,793,107,51,2,2
